campana,estacion,ad,aphy,acdom,pct_ad,pct_aphy,pct_acdom
Humeda 2023,E1,0.1467057171538406,0.23047468845863286,0.32496099708660015,20.89404165455776,32.824540409193126,46.28141793624911
Humeda 2023,E4,1.6125823285280907,0.39183506633618714,0.8106314585411001,57.2843461163149,13.919298979915833,28.796354903769267
Humeda 2023,E5,0.37903281303591674,0.27361738737378893,0.6392262981685003,29.339709597091282,21.179840927125976,49.48044947578273
Humeda 2023,E24,0.05802639831609917,0.19448099048364792,0.2272867149581001,12.094020718809245,40.53426020879214,47.37171907239861
Humeda 2023,E25,0.023357103415837726,0.06703366065415034,0.1376341189888002,10.243225696476253,29.397520022789816,60.359254280733936
Humeda 2023,E27,6.630716739204883e-05,0.03983170814396326,0.14570668072100015,0.03572494059120673,21.460506654971496,78.5037684044373
Humeda 2023,E31,0.04977821484797603,0.09885246064381423,0.12692752726080023,18.064501201827525,35.87353221800796,46.06196658016453
Humeda 2023,E12,0.0682425365289819,0.08392030512827647,0.16337935644940021,21.62707141499812,26.595588682534938,51.777339902466935
Humeda 2023,E13,0.10856729643947427,0.15630225637430367,0.2276204512092,22.044568529843477,31.73714290595249,46.21828856420404
Humeda 2023,E14,0.5122239312514091,0.3457560413108589,0.6571488040278002,33.80728682377841,22.820241200158154,43.37247197606344
Humeda 2023,E10,0.17538190188759592,0.218246576245515,0.45459693732810014,20.676331867777673,25.729785062717838,53.5938830695045
Humeda 2023,E9,0.6398013487554486,0.3348284237217449,0.6630289145963002,39.068052079812645,20.4455559857888,40.486391934398554
Humeda 2023,E7,0.864272717009308,0.5640787858027295,0.7368674638479,39.91618077974504,26.051812518198858,34.032006702056115
