epoca,anio,campana,etiqueta,estacion,temperatura,salinidad,turbidez,br440_compendio,br443_compendio,br440_flag,aphy440,aphy443,aphy675,aphy676,aphy677,ap440,ap676,ad440,ad676,br440_espectro,br443_espectro,br,br443,qc_rango,qc_turbidez,qc_temp,valido,clase,clase443,clase_qc,zona,CP1,CP2,grupo2,grupo3,grupo4
Humeda,2022,Humeda 2022,E04,SC-22-0427,30.3,7.8,92.2,1.8992241507993288,1.843174008258576,,0.6839035684955491,0.6637201201742059,0.3650984865798362,0.3600962889018201,0.3518196363682153,1.0830298277722104,0.3950479932368546,0.3991262592766612,0.0349517043350344,1.8992241507993288,1.88653517758615,1.8992241507993288,1.843174008258576,True,False,True,True,Micro,Micro,Micro,Alta influencia,-2.573883907301267,-1.2631551461875525,2,2,2
Humeda,2022,Humeda 2022,E06,SC-22-0428,31.8,13.8,31.2,2.165077114165598,2.117358985857892,,0.5183721210057304,0.506947240469398,0.241320704800016,0.2394243224013323,0.2372437783140897,1.6427811365848333,0.3349397775969066,1.1244090155791029,0.0955154551955742,2.165077114165598,2.1368199582382505,2.165077114165598,2.117358985857892,True,True,True,True,Micro,Micro,Micro,Alta influencia,-2.0819718098777176,-0.40130201594279813,2,2,2
Humeda,2022,Humeda 2022,E07,SC-22-0429,31.4,14.9,38.6,2.615152543347884,2.5276410549629635,,0.3086695669137262,0.2983404817945965,0.1205266180701689,0.1180311900729781,0.1163338764407164,1.9852458363929748,0.2568298091110031,1.6765762694792483,0.1387986190380249,2.615152543347884,2.5645193895574376,2.615152543347884,2.5276410549629635,True,True,True,True,Nano,Nano,Nano,Alta influencia,-1.7020098162595851,-1.0309457400685553,2,2,2
Humeda,2022,Humeda 2022,E05,SC-22-0431,30.9,25.3,27.4,2.418209960184144,2.416652878259613,,0.2265037763832924,0.2263579309265904,0.0944871202093696,0.0936658851434242,0.0928931681253472,0.9793388410077118,0.1571601172364274,0.7528350646244194,0.0634942320930032,2.418209960184144,2.436755420174172,2.418209960184144,2.416652878259613,True,True,True,True,Micro,Micro,Micro,Baja influencia,-0.502467695336442,-0.5917051551103276,2,2,2
Humeda,2022,Humeda 2022,E08,SC-22-0434,31.4,22.6,28.0,1.959070060915764,1.9194454885313708,,0.8502153063811153,0.8330186687405658,0.4453123250054527,0.4339892295550082,0.4286801884831355,1.9108655258569591,0.5223309322971867,1.0606502194758438,0.0883417027421785,1.959070060915764,1.943217090783138,1.959070060915764,1.9194454885313708,True,True,True,True,Micro,Micro,Micro,Alta influencia,-1.158786875685001,-0.0689708944448942,2,2,2
Humeda,2022,Humeda 2022,E09,SC-22-0437,31.1,17.1,28.9,2.1679011567685014,2.118729969045261,,0.4919182437349796,0.4807608142407149,0.2343563841918477,0.2269099041712024,0.2321533777161535,1.5389398671271592,0.3141882522429213,1.0470216233921796,0.0872783480717188,2.1679011567685014,2.070875810510609,2.1679011567685014,2.118729969045261,True,True,True,True,Micro,Micro,Micro,Alta influencia,-1.475738012915207,-0.5094170638644924,2,2,2
Humeda,2022,Humeda 2022,E14,SC-22-0441,31.1,16.7,26.3,1.848421821087586,1.773537886688494,,0.634551394607871,0.6088442186458878,0.3483509564427567,0.3432936072105607,0.3362714519004232,1.5325301652068362,0.4196648269664181,0.8979787705989651,0.0763712197558574,1.848421821087586,1.810573616062356,1.848421821087586,1.773537886688494,True,True,True,True,Micro,Micro,Micro,Alta influencia,-1.6211488169758534,-0.16886062015160805,2,2,2
Humeda,2022,Humeda 2022,E21,SC-22-0444,31.0,16.0,24.4,4.039762178559133,5.474627824913171,,0.057123123523465,0.0774124385705929,0.0150554511177824,0.0141402193987169,0.0192928838290854,2.4983384445428767,0.2340295995775815,2.441215321019412,0.2198893801788645,4.039762178559133,4.012486637891215,4.039762178559133,5.474627824913171,True,True,True,True,Pico,Pico,Pico,Alta influencia,-0.6471602991683347,-2.283625001449699,2,2,2
Humeda,2022,Humeda 2022,E43,SC-22-0453,30.1,27.6,1.13,2.8182626530977624,2.7774339070224703,,0.0861282642196671,0.0848805064828695,0.0301387292777283,0.0305607655571056,0.0306734313486807,0.1791873521245753,0.0371951651125606,0.0930590879049081,0.006634399555455,2.8182626530977624,2.767232185991488,2.8182626530977624,2.7774339070224703,True,True,True,True,Nano,Nano,Nano,Baja influencia,1.345693894034247,0.30756557566825954,1,1,1
Humeda,2022,Humeda 2022,E40,SC-22-0454,30.3,28.5,0.88,2.301200014125028,2.213209246482896,,0.0654895898319989,0.0629854705696509,0.0289533225131637,0.0284588864201357,0.0284449847206318,0.1459476997784067,0.0346852954001108,0.0804581099464078,0.006226408979975,2.301200014125028,2.2142908912855197,2.301200014125028,2.213209246482896,True,True,True,True,Micro,Micro,Micro,Baja influencia,1.213076520687743,1.0036911410067129,1,1,1
Humeda,2022,Humeda 2022,E36,SC-22-0455,30.2,29.0,0.5,2.6105388723772163,2.574976394251649,,0.0371255281745955,0.0366197798030316,0.0140304544233383,0.0142214040815213,0.0152842912132948,0.0880032439950545,0.0184038395681067,0.0508777158204589,0.0041824354865853,2.6105388723772163,2.395909584029547,2.6105388723772163,2.574976394251649,True,True,True,True,Nano,Nano,Nano,Baja influencia,1.6392474952748268,0.9498490898031179,1,1,1
Humeda,2022,Humeda 2022,E34,SC-22-0456,30.4,14.9,5.3,1.9828374935237376,1.9158657113640516,,0.2145712326534886,0.2073239328127602,0.1088725253461349,0.1082142300386755,0.1062096348953142,0.4770787294574621,0.1271077495764882,0.2625074968039735,0.0188935195378126,1.9828374935237376,1.952025661486452,1.9828374935237376,1.9158657113640516,True,True,True,True,Micro,Micro,Micro,Alta influencia,-0.8836450581372222,0.1826520519362126,2,3,3
Humeda,2022,Humeda 2022,E11,SC-22-0459,30.2,15.2,5.81,1.9094150228120328,1.879545191043784,,0.2338528284250703,0.2301945642131868,0.1274947974815922,0.1224735458929566,0.1217876049841781,0.5678123267778697,0.1499710623298124,0.3339594983527994,0.0274975164368557,1.9094150228120328,1.890131300661444,1.9094150228120328,1.879545191043784,True,True,True,True,Micro,Micro,Micro,Alta influencia,-0.8444274885099406,0.15482391941051513,2,3,3
Humeda,2022,Humeda 2022,E12,SC-22-0463,30.5,19.3,4.88,1.6455896588984036,1.6158182613071437,,0.2285072519376259,0.2243731835122838,0.1400893208116678,0.1388604083053086,0.1350961955684951,0.5244111995179195,0.1616758224124735,0.2959039475802936,0.0228154141071648,1.6455896588984036,1.660840133714383,1.6455896588984036,1.6158182613071437,True,True,True,True,Micro,Micro,Micro,Alta influencia,-0.6312740016989934,0.6808242033503589,2,3,3
Humeda,2022,Humeda 2022,E33,SC-22-0464,30.6,18.9,3.49,2.0086667732373056,1.9624946390834093,,0.2532520634712493,0.2474306955842801,0.130327775845791,0.1260796797385615,0.1245666813240474,0.4722060945094599,0.1442376777341108,0.2189540310382106,0.0181579979955492,2.0086667732373056,1.9863312801969453,2.0086667732373056,1.9624946390834093,True,True,True,True,Micro,Micro,Micro,Alta influencia,-0.4250234609375623,0.5100048369989192,2,3,3
Humeda,2022,Humeda 2022,E24,SC-22-0465,30.3,19.0,3.11,2.143304861637562,2.127588449812184,,0.2314397920551386,0.2297426918666291,0.1085532393297728,0.1079826748856951,0.104907963311029,0.4135357541163645,0.1214669392045876,0.1820959620612259,0.0134842643188925,2.143304861637562,2.18994521117041,2.143304861637562,2.127588449812184,True,True,True,True,Micro,Micro,Micro,Alta influencia,-0.19898150439005327,0.3425865866234035,2,3,3
Humeda,2022,Humeda 2022,E25,SC-22-0466,30.2,22.8,3.83,1.8090012734573573,1.794928971995741,,0.1896757678856395,0.1882002716409359,0.1048005259126183,0.104851096938772,0.1022126884821086,0.3954803291424298,0.121324879756106,0.2058045612567903,0.0164737828173339,1.8090012734573573,1.841261338839342,1.8090012734573573,1.794928971995741,True,True,True,True,Micro,Micro,Micro,Alta influencia,-0.02913918282775228,0.6259189740781333,2,3,3
Humeda,2022,Humeda 2022,E27,SC-22-0468,30.4,20.0,2.52,1.8267984852386652,1.777732356859353,,0.1772461118560588,0.1724854441911044,0.1000688754597923,0.097025541288919,0.0973481016790808,0.3507108179618005,0.1132964222513142,0.1734647061057416,0.0162708809623952,1.8267984852386652,1.7718418871661457,1.8267984852386652,1.777732356859353,True,True,True,True,Micro,Micro,Micro,Alta influencia,-0.20895877887037662,0.7989693001965947,2,3,3
Humeda,2022,Humeda 2022,E28,SC-22-0469,30.2,19.7,3.41,1.8449344053744767,1.8078783386586117,,0.2509136769818278,0.2458739997298474,0.1393610642697967,0.1360014080993294,0.1330044942819188,0.4581982537611323,0.1572415975420152,0.2072845767793044,0.0212401894426858,1.8449344053744767,1.8486142220780015,1.8449344053744767,1.8078783386586117,True,True,True,True,Micro,Micro,Micro,Alta influencia,-0.26090824676640123,0.571320254196964,2,3,3
Humeda,2022,Humeda 2022,E29,SC-22-0470,31.6,18.8,5.3,1.70386684977882,1.664969460808334,,0.5772073384891305,0.56403033562371,0.3500683926792399,0.3387631718781653,0.3342216058597284,0.9663908569844046,0.3833814102372719,0.3891835184952741,0.0446182383591065,1.70386684977882,1.6875938770410657,1.70386684977882,1.664969460808334,True,True,True,True,Micro,Micro,Micro,Alta influencia,-1.1047813527881205,0.919990185716574,2,3,4
Humeda,2022,Humeda 2022,E30,SC-22-0471,32.8,16.1,6.52,1.4527822940234372,1.4301084330182827,,1.837607349628988,1.808927447761416,1.2710176887972122,1.264888316156297,1.2513820744599051,2.5456444578537907,1.3599260851118946,0.7080371082248028,0.0950377689555976,1.4527822940234372,1.4455436790095837,1.4527822940234372,1.4301084330182827,True,True,True,True,Micro,Micro,Micro,Alta influencia,-2.004589883224596,1.3768772049691578,2,3,4
Humeda,2022,Humeda 2022,E31,SC-22-0473,30.7,21.0,2.44,2.033828531297313,1.9632924768428508,,0.2707130319813287,0.2613243205577618,0.1387134580037777,0.1331051402886209,0.1328278741172669,0.4641635816860587,0.1501313211501121,0.19345054970473,0.0170261808614911,2.033828531297313,1.9673906722850356,2.033828531297313,1.9632924768428508,True,True,True,True,Micro,Micro,Micro,Alta influencia,-0.12728343971407358,0.7334483442676245,2,3,3
Humeda,2022,Humeda 2022,E18,SC-22-0474,31.3,21.1,3.28,1.6808825469253337,1.7005981380228992,,0.2095537500943851,0.212011670820244,0.1266987543939356,0.1246688833063918,0.1218575557372222,0.4176486395685453,0.1456161585958485,0.2080948894741602,0.0209472752894567,1.6808825469253337,1.7398319664102992,1.6808825469253337,1.7005981380228992,True,True,True,True,Micro,Micro,Micro,Alta influencia,-0.6120376111049587,1.125398156508885,2,3,4
Humeda,2022,Humeda 2022,E10,SC-22-0475,30.2,16.9,2.1,2.0068400604227183,1.9450489818692216,,0.3164621468269467,0.306718202723263,0.1620415925822386,0.1576917628205446,0.1579674186444535,0.6705805395119272,0.1877734887194573,0.3541183926849805,0.0300817258989127,2.0068400604227183,1.9416548384171013,2.0068400604227183,1.9450489818692216,True,True,True,True,Micro,Micro,Micro,Alta influencia,-0.2759514676276933,0.5740900350194053,2,3,3
Humeda,2022,Humeda 2022,E13,SC-22-0479,31.2,18.7,4.71,1.9131186612231663,1.843656266547,,0.3676444037619684,0.3542958011937042,0.2006560651284152,0.1921702041873933,0.1930577887175491,0.6770278986597724,0.2168298610977015,0.309383494897804,0.0246596569103082,1.9131186612231663,1.8351800440025363,1.9131186612231663,1.843656266547,True,True,True,True,Micro,Micro,Micro,Alta influencia,-0.8248199298140293,0.6461240407370772,2,3,4
Humeda,2023,Humeda 2023,E3,SC-23-0513,29.3,15.7,4.71,3.074774545576909,2.9712706615609306,,0.2211265054435106,0.2136828858112329,0.0736949180125761,0.0719163314791983,0.0690432937925183,0.4508214905455954,0.0877490334762576,0.2296949851020848,0.0158327019970592,3.074774545576909,3.0949115268655976,3.074774545576909,2.9712706615609306,True,True,True,True,Pico,Nano,Pico,Alta influencia,0.1418527341157758,-1.1359305406209221,2,3,3
Humeda,2023,Humeda 2023,E2,SC-23-0516,29.8,17.9,2.96,1.5344127712338824,1.5278824896554546,,0.2989778030186883,0.2977053884011785,0.1946362132708556,0.1948483541219931,0.1889769827724328,0.8387286788017728,0.232180206955759,0.5397508757830844,0.0373318528337659,1.5344127712338824,1.5753526383669545,1.5344127712338824,1.5278824896554546,True,True,True,True,Micro,Micro,Micro,Alta influencia,-0.36228331754544935,0.7662148854520929,2,3,3
Humeda,2023,Humeda 2023,E1,SC-23-0519,29.7,17.9,0.89,2.261504107543051,2.232251574698576,,0.233494943196214,0.2304746884586328,0.1075478934600939,0.103247631705559,0.1015197438524043,0.3869413207455939,0.1138043531987914,0.1534463775493799,0.0105567214932323,2.261504107543051,2.2702449761271195,2.261504107543051,2.232251574698576,True,True,True,True,Micro,Micro,Micro,Alta influencia,0.4319803428194199,0.5950582732496794,2,3,3
Humeda,2023,Humeda 2023,E5,SC-23-0523,30.6,18.8,34.8,4.137997023629507,4.137634674321524,,0.2736413491487571,0.2736173873737889,0.0683451312678187,0.066128938127834,0.0666557791743886,0.6716112041909397,0.0877789983737451,0.3979698550421825,0.021650060245911,4.137997023629507,4.104931196707422,4.137997023629507,4.137634674321524,True,True,True,True,Pico,Pico,Pico,Alta influencia,-0.31597778880488236,-2.6012362254144374,2,2,2
Humeda,2023,Humeda 2023,E24,SC-23-0526,30.0,30.7,9.01,2.923379705021119,2.8195525030717103,,0.2016425585169682,0.1944809904836479,0.0701546726134346,0.0689758358008138,0.0681326218635423,0.2616971282147187,0.0715572304909866,0.0600545696977504,0.0025813946901728,2.923379705021119,2.854447475588995,2.923379705021119,2.8195525030717103,True,True,True,True,Nano,Nano,Nano,Baja influencia,0.9729498407039535,-0.713747929587815,1,1,1
Humeda,2023,Humeda 2023,E25,SC-23-0527,30.0,32.4,2.9,4.048173545845311,3.904162627625437,,0.0695062981806037,0.0670336606541503,0.0195484164251588,0.0171697921033891,0.0181399363210024,0.0955893380912351,0.0174326698640206,0.0260830399106313,0.0002628777606314,4.048173545845311,3.695363614729932,4.048173545845311,3.904162627625437,True,True,True,True,Pico,Pico,Pico,Baja influencia,2.0397882699545105,-1.2258998622047295,1,1,1
Humeda,2023,Humeda 2023,E27,SC-23-0528,30.4,32.2,3.14,4.840467925412392,4.9155615034879565,,0.0392232109288904,0.0398317081439632,0.0078872285000612,0.008103185793871,0.0074526277362283,0.0393023943849682,0.0083101778815587,7.918345607780187e-05,0.0002069920876876,4.840467925412392,5.344652859867816,4.840467925412392,4.9155615034879565,True,True,True,True,Pico,Pico,Pico,Baja influencia,2.190797481281517,-1.9017936384508807,1,1,1
Humeda,2023,Humeda 2023,E31,SC-23-0530,31.2,33.7,4.24,3.1978261009681908,3.060005399001472,,0.1033047127612496,0.0988524606438142,0.0342744574737459,0.0323046687028955,0.0317872859942169,0.1557314006427574,0.034010482075842,0.0524266878815078,0.0017058133729464,3.1978261009681908,3.1098112830959663,3.1978261009681908,3.060005399001472,True,True,True,True,Pico,Pico,Pico,Baja influencia,1.185093367838339,-0.17892888141487304,1,1,1
Humeda,2023,Humeda 2023,E12,SC-23-0532,30.2,30.5,9.07,2.7763891044859403,2.776578245073869,,0.0839145884747374,0.0839203051282764,0.0302936357318132,0.0302243616858864,0.0311269063627389,0.1565942381722317,0.0343514380196382,0.0726796496974943,0.0041270763337517,2.7763891044859403,2.696069572424157,2.7763891044859403,2.776578245073869,True,True,True,True,Nano,Nano,Nano,Baja influencia,0.80964484986808,-0.5178614966000603,1,1,1
Humeda,2023,Humeda 2023,E13,SC-23-0538,31.9,29.5,1.09,3.132796029026564,2.9942995020944667,,0.1635317668639355,0.1563022563743036,0.0548959203953308,0.0521999406755979,0.0529952479269231,0.2777035393236557,0.0570418130836337,0.1141717724597202,0.0048418724080357,3.132796029026564,2.949363621995576,3.132796029026564,2.9942995020944667,True,True,True,True,Pico,Nano,Pico,Baja influencia,0.9837828012924629,0.6330503709806579,1,1,1
Humeda,2023,Humeda 2023,E14,SC-23-0541,31.5,16.1,6.41,2.105534710650951,2.0565213093827337,,0.3539965003405618,0.3457560413108589,0.1728028451627959,0.168126651415364,0.1653811449267844,0.8946189278012543,0.2069401604705075,0.5406224274606924,0.0388135090551435,2.105534710650951,2.090661794994393,2.105534710650951,2.0565213093827337,True,True,True,True,Micro,Micro,Micro,Alta influencia,-1.208467934617783,0.3507217651396787,2,3,4
Humeda,2023,Humeda 2023,E10,SC-23-0544,30.7,25.0,0.83,2.356133230706968,2.319920115654673,,0.2216533264702389,0.218246576245515,0.0967337478809245,0.0940750393829516,0.0925278036469307,0.4066369829575327,0.1040092261156101,0.1849836564872937,0.0099341867326585,2.356133230706968,2.3587134638827507,2.356133230706968,2.319920115654673,True,True,True,True,Micro,Micro,Micro,Baja influencia,0.7778203107258919,1.0201338470849153,1,1,1
Humeda,2023,Humeda 2023,E9,SC-23-0545,31.5,26.0,3.98,2.004922805731761,1.96882472348048,,0.3409674486107699,0.3348284237217449,0.1683596381249409,0.1700651255180485,0.1628402635866123,1.0159607336930154,0.2193068085756926,0.6749932850822455,0.0492416830576441,2.004922805731761,2.056177117053453,2.004922805731761,1.96882472348048,True,True,True,True,Micro,Micro,Micro,Baja influencia,-0.15688200535620972,0.9046990825980714,2,3,4
Humeda,2023,Humeda 2023,E7,SC-23-0548,32.1,14.3,35.4,1.7723556686894133,1.6938989721484126,,0.5902053487504656,0.5640787858027295,0.3373369302416333,0.3330061562569431,0.3243395058010415,1.4916816133938953,0.3979824544539828,0.9014762646434296,0.0649762981970396,1.7723556686894133,1.7391615135183394,1.7723556686894133,1.6938989721484126,True,True,True,True,Micro,Micro,Micro,Alta influencia,-2.370638866841837,0.02282978925943906,2,2,2
