epoca,anio,campana,etiqueta,estacion,temperatura,salinidad,turbidez,br440_compendio,br443_compendio,br440_flag,aphy440,aphy443,aphy675,aphy676,aphy677,ap440,ap676,ad440,ad676,br440_espectro,br443_espectro,br,br443,qc_rango,qc_turbidez,qc_temp,valido,clase,clase443,clase_qc,zona,CP1,CP2,grupo2,grupo3,grupo4
Seca,2023,Seca 2023,E2,SC-23-0173,31.5,22.0,2.24,2.511219689642844,2.3176017772894486,,,,,,,,,,,,,2.511219689642844,2.3176017772894486,True,True,True,True,Nano,Micro,Nano,Alta influencia,-0.09853627154557049,0.5903175438537077,2,3,4
Seca,2023,Seca 2023,E1,SC-23-0177,32.2,22.6,0.11,2.387061566097104,2.2470933978708985,,,,,,,,,,,,,2.387061566097104,2.2470933978708985,True,True,True,True,Micro,Micro,Micro,Alta influencia,0.7182103434367684,2.3415674515699285,2,3,4
Seca,2023,Seca 2023,E6,SC-23-0187,32.1,11.4,7.2,2.55942327683816,2.405657100688686,,,,,,,,,,,,,2.55942327683816,2.405657100688686,True,True,True,True,Nano,Micro,Nano,Alta influencia,-1.7183088143699106,-0.062353093645051066,2,3,4
Seca,2023,Seca 2023,E7,SC-23-0189,32.1,8.4,134.1,2.338843112188957,2.1997526382867987,,,,,,,,,,,,,2.338843112188957,2.1997526382867987,True,False,True,True,Micro,Micro,Micro,Alta influencia,-3.1494830415391704,-1.2791812806268739,2,2,2
Seca,2023,Seca 2023,E8,SC-23-0191,33.0,9.9,15.62,1.764796498751686,1.6588847998843903,,,,,,,,,,,,,1.764796498751686,1.6588847998843903,True,True,True,True,Micro,Micro,Micro,Alta influencia,-2.836493448577838,0.5870814815772689,2,3,4
Seca,2023,Seca 2023,E9,SC-23-0194,29.9,17.0,4.02,2.320612035646493,2.081481976196718,,,,,,,,,,,,,2.320612035646493,2.081481976196718,True,True,True,True,Micro,Micro,Micro,Alta influencia,-0.24558562930792574,-0.1198342339604732,2,3,3
Seca,2023,Seca 2023,E10,SC-23-0198,32.7,20.6,1.25,1.946991060520424,1.8586415254473008,,,,,,,,,,,,,1.946991060520424,1.8586415254473008,True,True,True,True,Micro,Micro,Micro,Alta influencia,-0.7314844109936913,1.7452703131426726,2,3,4
Seca,2023,Seca 2023,E13,SC-23-0199,29.6,20.6,8.74,2.148845056487439,2.0217179275280177,,,,,,,,,,,,,2.148845056487439,2.0217179275280177,True,True,True,True,Micro,Micro,Micro,Alta influencia,-0.14991945584737223,-0.32361033820608986,2,3,3
Seca,2023,Seca 2023,E22,SC-23-0204,33.0,32.4,1.25,1.9813611285881425,1.8588952478424663,,,,,,,,,,,,,1.9813611285881425,1.8588952478424663,True,True,True,True,Micro,Micro,Micro,Baja influencia,0.27062177237139906,2.088252219196038,2,3,4
Seca,2023,Seca 2023,E14,SC-23-0208,32.9,19.2,5.5,2.100239994919241,2.000484414160096,,,,,,,,,,,,,2.100239994919241,2.000484414160096,True,True,True,True,Micro,Micro,Micro,Alta influencia,-1.4044762221424953,0.9403190257347264,2,3,4
Seca,2023,Seca 2023,E43,SC-23-0210,31.7,33.7,4.83,2.6183667700070465,2.369479568556171,,,,,,,,,,,,,2.6183667700070465,2.369479568556171,True,True,True,True,Nano,Micro,Nano,Baja influencia,0.6883874972490587,0.4732707520310968,1,1,1
Seca,2023,Seca 2023,E40,SC-23-0211,31.0,33.7,0.61,3.5298325529164374,3.218075436443079,,,,,,,,,,,,,3.5298325529164374,3.218075436443079,True,True,True,True,Pico,Pico,Pico,Baja influencia,2.107612045603658,0.33937065922522935,1,1,1
Seca,2023,Seca 2023,E36,SC-23-0212,31.0,33.3,4.38,3.1225379324751024,2.853102840955516,,,,,,,,,,,,,3.1225379324751024,2.853102840955516,True,True,True,True,Pico,Nano,Pico,Baja influencia,1.1794794715740695,-0.1941319379762101,1,1,1
Seca,2023,Seca 2023,E34,SC-23-0213,31.3,22.1,4.54,1.983596220524928,1.886515851525819,,,,,,,,,,,,,1.983596220524928,1.886515851525819,True,True,True,True,Micro,Micro,Micro,Alta influencia,-0.5011344861932845,0.7081701934140754,2,3,4
Seca,2023,Seca 2023,E11,SC-23-0214,31.3,27.5,1.61,2.1301151722682072,1.934288841795516,,,,,,,,,,,,,2.1301151722682072,1.934288841795516,True,True,True,True,Micro,Micro,Micro,Baja influencia,0.4416210317514631,1.1775457029801608,2,3,4
Seca,2023,Seca 2023,E12,SC-23-0217,31.3,20.7,11.32,2.253657117932541,2.1319855196518054,,,,,,,,,,,,,2.253657117932541,2.1319855196518054,True,True,True,True,Micro,Micro,Micro,Alta influencia,-0.8408195295071523,-0.008096144140477338,2,2,2
Seca,2023,Seca 2023,E33,SC-23-0221,32.2,17.6,15.61,2.0262255601069064,1.935874065524705,,,,,,,,,,,,,2.0262255601069064,1.935874065524705,True,True,True,True,Micro,Micro,Micro,Alta influencia,-1.693226004829271,0.26941899145240783,2,2,2
Seca,2023,Seca 2023,E25,SC-23-0222,32.3,18.1,3.51,2.171808800096651,2.051534111761516,,,,,,,,,,,,,2.171808800096651,2.051534111761516,True,True,True,True,Micro,Micro,Micro,Alta influencia,-1.0829951201911083,0.8654367201476706,2,3,4
Seca,2023,Seca 2023,E27,SC-23-0223,31.9,17.4,3.38,2.0274890277295827,1.9089992060696468,,,,,,,,,,,,,2.0274890277295827,1.9089992060696468,True,True,True,True,Micro,Micro,Micro,Alta influencia,-1.0451220933240537,0.8790679210264928,2,3,4
Seca,2023,Seca 2023,E28,SC-23-0225,31.8,23.2,2.52,2.328672396664174,2.1791172978112683,,,,,,,,,,,,,2.328672396664174,2.1791172978112683,True,True,True,True,Micro,Micro,Micro,Alta influencia,-0.22534500186068301,0.83356055724587,2,3,4
Seca,2023,Seca 2023,E29,SC-23-0226,31.9,24.3,0.86,1.7545001064627992,1.6699673835067768,,,,,,,,,,,,,1.7545001064627992,1.6699673835067768,True,True,True,True,Micro,Micro,Micro,Alta influencia,-0.0291710519303498,1.9405829550925915,2,3,4
Seca,2023,Seca 2023,E24,SC-23-0227,33.0,18.2,11.03,2.0096235169364385,1.890282602815559,,,,,,,,,,,,,2.0096235169364385,1.890282602815559,True,True,True,True,Micro,Micro,Micro,Alta influencia,-1.8271457952109282,0.711904429025449,2,3,4
Seca,2023,Seca 2023,E31,SC-23-0228,32.2,27.7,3.96,2.161148480424132,2.007654363657334,,,,,,,,,,,,,2.161148480424132,2.007654363657334,True,True,True,True,Micro,Micro,Micro,Baja influencia,-0.19601436997650676,1.0175456907342963,2,3,4
Seca,2023,Seca 2023,E30,SC-23-0230,33.6,25.5,0.99,1.827905656746717,1.708489585115566,,,,,,,,,,,,,1.827905656746717,1.708489585115566,True,True,True,True,Micro,Micro,Micro,Baja influencia,-0.588839222152163,2.367172291871814,2,3,4
Seca,2023,Seca 2023,E18,SC-23-0231,32.5,22.5,5.7,1.9381388299016928,1.812141014626952,,,,,,,,,,,,,1.9381388299016928,1.812141014626952,True,True,True,True,Micro,Micro,Micro,Alta influencia,-1.0273301514518167,1.0324393037032833,2,3,4
Seca,2023,Seca 2023,E21,SC-23-0232,33.4,14.0,0.33,2.3247425962034174,2.1413985243902216,,,,,,,,,,,,,2.3247425962034174,2.1413985243902216,True,True,True,True,Micro,Micro,Micro,Alta influencia,-0.9697480090480263,2.062992046312206,2,3,4
Humeda,2022,Humeda 2022,E51,SC-22-0415,30.1,30.8,17.69,2.966004348426539,2.8622697957139445,,0.2137971986255745,0.2063197460782121,0.0732220755733115,0.0720825641199729,0.0708723917474231,0.2879354881369553,0.0791286668443639,0.0741382895113808,0.0070461027243909,2.966004348426539,2.9111441139661234,2.966004348426539,2.8622697957139445,True,True,True,True,Nano,Nano,Nano,Baja influencia,0.7198795619108291,-1.0338330263792006,1,1,1
Humeda,2022,Humeda 2022,E01,SC-22-0416,30.8,33.1,11.38,2.8052139393636355,2.72586190833964,,0.0589586912806235,0.0572909069330612,0.0209475690176601,0.021017538253784,0.0208264137477459,0.1949926598837084,0.0305616019474428,0.1360339686030849,0.0095440636936587,2.8052139393636355,2.7508772094409086,2.8052139393636355,2.72586190833964,True,True,True,True,Nano,Nano,Nano,Baja influencia,0.7529080851263186,-0.4003323083695673,1,1,1
Humeda,2022,Humeda 2022,E02,SC-22-0419,30.8,34.6,21.4,2.529497797183594,2.5166066406352696,,0.088098339162296,0.0876493609172653,0.0350344944139323,0.0348283913353816,0.0361085249593036,0.3733308085867121,0.0569354944220915,0.285232469424416,0.0221071030867099,2.529497797183594,2.427386912538001,2.529497797183594,2.5166066406352696,True,True,True,True,Nano,Nano,Nano,Baja influencia,0.5431035203465562,-0.39308653096959406,1,1,1
Humeda,2022,Humeda 2022,E03,SC-22-0423,30.9,34.3,25.4,2.589077052105083,2.582356028848777,,0.1283851564474232,0.1280518795287057,0.0489384282474727,0.0495872289096371,0.0521074033965018,0.925977222143586,0.1124514278607404,0.7975920656961627,0.0628641989511033,2.589077052105083,2.457460383399232,2.589077052105083,2.582356028848777,True,True,True,True,Nano,Nano,Nano,Baja influencia,0.4414136763653249,-0.5054907757301099,1,1,1
